building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,596.6,"POLYGON ((360107.86820221646 3465984.3511767276, 360112.14090555825 3465984.294173445, 360112.11669077724 3465986.046199121, 360111.6926611664 3465985.652734022, 360100.1143253343 3465998.1356478655, 360107.1099222223 3466004.561307898, 360118.68840629735 3465992.0894864616, 360117.493630153 3465990.996752884, 360120.9302502753 3465991.050687446, 360120.3390209195 3465991.679431224, 360133.13556291576 3466003.4491314655, 360139.14080242265 3465996.9941618927, 360126.34426010994 3465985.2244543885, 360124.73027278925 3465986.953340269, 360124.7726869531 3465984.425001208, 360131.86332145275 3465984.419109323, 360131.8464139744 3465973.8758599972, 360121.88148099894 3465973.886834368, 360121.89066574024 3465982.423489981, 360118.4350107246 3465982.369808899, 360118.32573073625 3465974.1781769386, 360107.73436472495 3465974.3194756396, 360107.86820221646 3465984.3511767276))"
yes,,,,,,10.5,default,771.3,"POLYGON ((360084.6092724635 3465869.6921626227, 360084.57137233834 3465856.865327587, 360024.4404297046 3465857.08023613, 360024.47840336093 3465869.907073602, 360084.6092724635 3465869.6921626227))"
yes,,,,,,10.5,default,771.6,"POLYGON ((360085.56262701936 3465897.629076167, 360085.51520987146 3465884.80236765, 360025.3842796483 3465885.0061918083, 360025.4319182987 3465897.8439874575, 360085.56262701936 3465897.629076167))"
yes,,,,,,10.5,default,771.6,"POLYGON ((360084.4726326985 3465926.5023672963, 360084.42506421544 3465913.664573475, 360024.2944471061 3465913.879494604, 360024.34194121714 3465926.7062060535, 360084.4726326985 3465926.5023672963))"
yes,,,,,,10.5,default,937.7,"POLYGON ((360086.1972855096 3465955.8924390324, 360086.0867042012 3465942.6120165163, 360015.4539007432 3465943.2221309594, 360015.56442354596 3465956.4914712086, 360086.1972855096 3465955.8924390324))"
yes,,,,,,10.5,default,937.3,"POLYGON ((360086.57341778866 3465984.080965801, 360086.4629829109 3465970.811627543, 360015.83036948834 3465971.421746315, 360015.9408937695 3465984.6910870606, 360086.57341778866 3465984.080965801))"
yes,,,,,,10.5,default,937.3,"POLYGON ((360022.4996654911 3465927.0190540142, 360022.3891535052 3465913.749714541, 359951.7559900482 3465914.349166272, 359951.8665914356 3465927.6185082323, 360022.4996654911 3465927.0190540142))"
yes,,,,,,10.5,default,937.8,"POLYGON ((360022.7441886041 3465868.333734705, 360022.62401685945 3465855.053438578, 359951.99060618796 3465855.663959188, 359952.1012032116 3465868.933300081, 360022.7441886041 3465868.333734705))"
yes,,,,,,10.5,default,937.4,"POLYGON ((360023.58283074 3465897.6469363743, 360023.4723221603 3465884.377597468, 359952.829593086 3465884.988246602, 359952.94970720774 3465898.2574608997, 360023.58283074 3465897.6469363743))"
school,,,,,兰生复旦中学世界路校区一楼,3.5,levels_x3.5,174.8,"POLYGON ((359407.348313163 3465732.0840947987, 359407.2367182933 3465742.928440575, 359423.5998856431 3465735.247682558, 359421.42990360083 3465731.706836626, 359417.3133884864 3465728.513602281, 359412.3915464968 3465726.3068007547, 359407.4784705563 3465724.7540026414, 359407.348313163 3465732.0840947987))"
school,,,,,兰生复旦中学世界路校区 食堂与图书馆,7.0,levels_x3.5,404.6,"POLYGON ((359407.2367182933 3465742.928440575, 359407.6571490223 3465752.989580487, 359374.6976725991 3465753.7973874304, 359374.49523398856 3465733.0235137404, 359376.7789962303 3465732.981801525, 359376.81747539644 3465740.8196247583, 359396.8287428706 3465740.440424896, 359396.64419663197 3465743.7134931963, 359404.8194284277 3465743.6593155456, 359407.2367182933 3465742.928440575))"
apartments,,,,,,10.5,default,653.8,"POLYGON ((358876.60337669833 3465572.867141051, 358876.4308816192 3465562.1707163155, 358819.75849274895 3465562.0909064, 358817.57756404125 3465574.016388796, 358876.60337669833 3465572.867141051))"
apartments,,,,,,10.5,default,720.7,"POLYGON ((358835.0448539734 3465605.2344611264, 358833.0315801874 3465593.553915793, 358776.05911443906 3465593.0903519853, 358774.99618160195 3465606.042949182, 358835.0448539734 3465605.2344611264))"
apartments,,,,,,10.5,default,682.1,"POLYGON ((358946.8739845089 3465598.186333871, 358946.303036527 3465586.8744108006, 358885.4349435079 3465586.91720811, 358884.76270532265 3465597.791301556, 358946.8739845089 3465598.186333871))"
apartments,,,,,,10.5,default,532.8,"POLYGON ((358805.56330732006 3465576.672665121, 358805.3974997194 3465564.357476933, 358765.14530363365 3465563.668861933, 358765.33608898154 3465577.8352092686, 358805.56330732006 3465576.672665121))"
apartments,,,,,,10.5,default,800.2,"POLYGON ((358945.0853654195 3465574.185339052, 358946.37690823025 3465561.2296954505, 358885.1096910503 3465560.6237353575, 358885.4819921169 3465574.1446008394, 358945.0853654195 3465574.185339052))"
apartments,,,,,,10.5,default,602.3,"POLYGON ((358847.89181470824 3465547.7650307226, 358846.4971203488 3465536.076158227, 358798.193872856 3465535.495778229, 358798.36804510816 3465548.431713683, 358847.89181470824 3465547.7650307226))"
apartments,,,,,,10.5,default,375.2,"POLYGON ((358873.5075509808 3465610.881036772, 358873.6732813405 3465623.1962238983, 358843.96304322337 3465623.5960891, 358843.78892255947 3465610.660153626, 358873.5075509808 3465610.881036772))"
apartments,,,,,,10.5,default,842.4,"POLYGON ((358833.2970323354 3465613.2737352606, 358832.24223967514 3465626.83598732, 358775.91345015215 3465628.2152624014, 358775.6977466687 3465612.1977563077, 358833.2970323354 3465613.2737352606))"
apartments,,,,,,10.5,default,667.4,"POLYGON ((358919.7281992852 3465547.9514190555, 358920.4336522041 3465537.4205739833, 358855.3104988012 3465537.4542532815, 358855.44640864833 3465547.552484421, 358919.7281992852 3465547.9514190555))"
apartments,,,,,,10.5,default,547.3,"POLYGON ((358982.30855699396 3465547.1097329683, 358982.16710530076 3465536.5902832504, 358930.58207863045 3465536.8627590174, 358929.8766154889 3465547.3936030273, 358982.30855699396 3465547.1097329683))"
apartments,,,,,,10.5,default,285.1,"POLYGON ((358985.9412977644 3465597.1287734048, 358985.82816709235 3465588.7154300762, 358954.5211181445 3465587.8725561416, 358954.2325466268 3465597.5551959993, 358985.9412977644 3465597.1287734048))"
apartments,,,,,,10.5,default,280.3,"POLYGON ((358982.64795320417 3465572.349762018, 358982.9195609449 3465561.4034600873, 358956.2886422451 3465562.1828897577, 358956.00573202665 3465572.2867505574, 358982.64795320417 3465572.349762018))"
apartments,,,,,,10.5,default,800.4,"POLYGON ((357952.81088049617 3463789.1527860067, 357898.1104168289 3463771.622320073, 357902.4053163938 3463758.3708629645, 357957.1056893314 3463775.8902684487, 357952.81088049617 3463789.1527860067))"
yes,,,,,,10.5,default,1353.9,"POLYGON ((359469.09432341065 3464945.2059716857, 359467.78853213607 3464913.1051745797, 359425.6812792536 3464914.8002352933, 359426.9871996768 3464946.9010318886, 359469.09432341065 3464945.2059716857))"
yes,,,,,,10.5,default,2848.6,"POLYGON ((359322.99759371893 3465013.795681667, 359326.70545121434 3465023.4025136363, 359333.2044423059 3465032.4619244514, 359343.95038942643 3465033.836702905, 359351.0533108001 3465030.437605206, 359353.00476718 3465024.058730618, 359361.82890215714 3465024.0845403033, 359361.79892026115 3465037.466648545, 359396.6573352917 3465037.553658557, 359396.7944677258 3464991.6859477027, 359338.60475554946 3464991.5348292515, 359338.57421980414 3465002.0343908295, 359330.5020537776 3465002.009601894, 359323.1556891902 3465006.4208720215, 359322.99759371893 3465013.795681667))"
yes,,,,,,10.5,default,2498.6,"POLYGON ((359344.8415446604 3465065.5106852786, 359344.66307028715 3465042.9737149365, 359233.8020576048 3465043.8733230205, 359233.98077021574 3465066.4103001333, 359344.8415446604 3465065.5106852786))"
yes,,,,,,10.5,default,908.7,"POLYGON ((359873.12332280347 3465049.803254512, 359872.6709350293 3464991.7148734783, 359857.03339824534 3464991.835096326, 359857.4763557319 3465049.923606976, 359873.12332280347 3465049.803254512))"
yes,,,,,,10.5,default,4128.8,"POLYGON ((359844.6293814153 3464944.727043528, 359810.2800255666 3464944.9975895267, 359810.4948275321 3464973.177172429, 359844.8440910888 3464972.9066237914, 359844.94780113583 3464985.6549695423, 359874.73795232794 3464985.412175539, 359873.9108961364 3464879.323306478, 359844.1202954905 3464879.5550071816, 359844.6293814153 3464944.727043528))"
yes,,,,,,10.5,default,1925.1,"POLYGON ((359751.0866725035 3464906.098388347, 359797.03831529745 3464905.739092698, 359796.71635339945 3464863.846665964, 359750.76452706254 3464864.2059563766, 359751.0866725035 3464906.098388347))"
yes,,,,,,10.5,default,1925.7,"POLYGON ((359665.1596458858 3464905.9948169063, 359711.11130488734 3464905.6351448647, 359710.7888516964 3464863.7316236394, 359664.8370091058 3464864.0912904423, 359665.1596458858 3464905.9948169063))"
residential,,,,,,10.5,default,236.5,"POLYGON ((359719.4407686681 3465962.4002138446, 359726.2373228026 3465962.4645034564, 359726.27909950877 3465958.4727162956, 359729.70592599286 3465958.5044809096, 359729.6366828835 3465965.4235361298, 359738.2609136849 3465965.507730925, 359738.2857122129 3465962.380937212, 359740.33226147713 3465962.3979085097, 359740.39597254223 3465956.487821481, 359735.6269333989 3465956.4407475763, 359735.6946718425 3465950.120397017, 359728.9836065748 3465950.043870526, 359729.00464389246 3465948.0590617624, 359722.99806420074 3465947.995288343, 359722.927342084 3465954.803496049, 359719.519398133 3465954.760394225, 359719.4407686681 3465962.4002138446))"
residential,,,,,,10.5,default,236.4,"POLYGON ((359715.25906619395 3465932.2669509305, 359722.05563999544 3465932.3312385343, 359722.0974159567 3465928.3394514723, 359725.52425235684 3465928.3712150743, 359725.4550105499 3465935.290270126, 359734.07926630747 3465935.374462374, 359734.10406422673 3465932.247668739, 359736.15076769213 3465932.275724193, 359736.21432938287 3465926.354552548, 359731.44527643896 3465926.3074800503, 359731.5130137081 3465919.987129647, 359724.81159341807 3465919.9215625925, 359724.8229659662 3465917.925796422, 359718.81651718426 3465917.8731095362, 359718.7456480445 3465924.670232316, 359715.33784252836 3465924.6382162576, 359715.25906619395 3465932.2669509305))"
residential,,,,,,10.5,default,236.5,"POLYGON ((359706.5294999018 3465902.9706084593, 359713.3260930026 3465903.0348910918, 359713.3678664665 3465899.043104041, 359716.7947125968 3465899.074865137, 359716.7254751277 3465905.9939201646, 359725.34975537617 3465906.0781061044, 359725.3840674461 3465902.9511851827, 359727.42126059945 3465902.979366442, 359727.48481859016 3465897.058194813, 359722.71575210313 3465897.0111258035, 359722.7834854225 3465890.6907754177, 359716.08204610203 3465890.625213266, 359716.10293351725 3465888.6293197963, 359710.0869515397 3465888.5767646153, 359710.0160866531 3465895.3738873755, 359706.60812315415 3465895.330789048, 359706.5294999018 3465902.9706084593))"
residential,,,,,,10.5,default,236.5,"POLYGON ((359688.4844383702 3465874.574990175, 359695.28105054406 3465874.6392617826, 359695.3228179435 3465870.647474572, 359698.74967368704 3465870.679230108, 359698.68044673617 3465877.598285407, 359707.30475119315 3465877.682457355, 359707.3295423635 3465874.5556636234, 359709.37610909843 3465874.5726294997, 359709.4398064002 3465868.6625423944, 359704.6707265269 3465868.615481122, 359704.7384502484 3465862.295130483, 359698.0368438073 3465862.2184944428, 359698.0578765016 3465860.233685654, 359692.04172933084 3465860.1700554723, 359691.9708747688 3465866.967178501, 359688.56305000966 3465866.9351704647, 359688.4844383702 3465874.574990175))"
residential,,,,,,10.5,default,236.4,"POLYGON ((359629.7300185977 3465843.952585092, 359636.5268012241 3465844.0279041165, 359636.5683987653 3465840.025031279, 359639.99541400926 3465840.0678527467, 359639.9260759296 3465846.975824769, 359648.5504084091 3465847.0599493315, 359648.58469891385 3465843.9330275953, 359650.63142064575 3465843.961066991, 359650.6854216043 3465838.0400211965, 359645.91632622865 3465837.9929861277, 359645.98401594453 3465831.672634106, 359639.2825360398 3465831.6071196455, 359639.30355805426 3465829.6223104256, 359633.2969075127 3465829.5585859143, 359633.22608952434 3465836.355710416, 359629.8087375089 3465836.323848489, 359629.7300185977 3465843.952585092))"
residential,,,,,,10.5,default,236.5,"POLYGON ((359656.8784653565 3465854.875508979, 359663.6750914962 3465854.939760572, 359663.71684742864 3465850.9479729156, 359667.143710213 3465850.97971836, 359667.07435479655 3465857.8876896645, 359675.69882532326 3465857.9829209796, 359675.73312366946 3465854.8559995745, 359677.7796946046 3465854.872959428, 359677.84337494127 3465848.9628716507, 359673.0646207451 3465848.9048670046, 359673.13232631795 3465842.584515652, 359666.43085440696 3465842.518984104, 359666.4518814038 3465840.5341750914, 359660.4452380419 3465840.470435265, 359660.3744029957 3465847.267559056, 359656.9570550539 3465847.235688414, 359656.8784653565 3465854.875508979))"
yes,,,,,,10.5,default,98.9,"POLYGON ((358301.0707621377 3463946.034286089, 358304.7423389846 3463939.465675046, 358316.24237822625 3463945.8294198834, 358312.5612789232 3463952.3981553004, 358301.0707621377 3463946.034286089))"
yes,,,,,,10.5,default,98.8,"POLYGON ((358330.0412579407 3463955.3551335484, 358326.618983509 3463948.6605732124, 358338.3432733628 3463942.7260684394, 358341.7655418178 3463949.42063234, 358330.0412579407 3463955.3551335484))"
yes,,,,,,10.5,default,98.8,"POLYGON ((358381.07035018253 3464006.4083197457, 358388.25514431554 3464004.1050816374, 358392.28830388375 3464016.567629705, 358385.1035177043 3464018.8708653734, 358381.07035018253 3464006.4083197457))"
commercial,,,,,,10.5,default,2144.7,"POLYGON ((357896.11700929 3464763.763948768, 357904.74317185604 3464768.126174108, 357910.5299707797 3464756.8279264523, 357928.194529401 3464765.7685607933, 357895.0149603507 3464830.67676564, 357879.0468801012 3464822.5890647327, 357874.391812094 3464831.698983022, 357864.0499472691 3464826.461998743, 357896.11700929 3464763.763948768))"
commercial,,,,,,31.5,levels_x3.5,1883.2,"POLYGON ((357700.25692870317 3466023.8776088874, 357712.20320456463 3465992.4173069154, 357764.5904208126 3466012.1285242517, 357752.6438667405 3466043.5776776755, 357700.25692870317 3466023.8776088874))"
commercial,,,,,,31.5,levels_x3.5,1832.5,"POLYGON ((357720.6220730676 3465971.7480448307, 357739.9120642238 3465920.3315924057, 357771.19340552913 3465931.95865092, 357751.8937729022 3465983.375170911, 357720.6220730676 3465971.7480448307))"
commercial,,,,,,31.5,levels_x3.5,1838.1,"POLYGON ((357782.98662512435 3466010.5929212724, 357771.9010152673 3466041.6645065215, 357824.43415583496 3466060.232081368, 357835.5295616855 3466029.171511605, 357782.98662512435 3466010.5929212724))"
commercial,,,,,,31.5,levels_x3.5,1974.1,"POLYGON ((357842.2780090072 3466008.835436445, 357872.56689543225 3465990.8078417024, 357901.4093325604 3466038.810999368, 357871.1110285773 3466056.838644272, 357842.2780090072 3466008.835436445))"
commercial,,,,,,31.5,levels_x3.5,1955.0,"POLYGON ((357828.54520421446 3465989.287043662, 357799.1751551975 3465941.0140501373, 357828.81933162495 3465923.1613828395, 357858.1797686587 3465971.434584009, 357828.54520421446 3465989.287043662))"
commercial,,,,,,31.5,levels_x3.5,1900.4,"POLYGON ((357822.002599761 3465911.7900119224, 357793.40339529957 3465864.2272208934, 357763.9829795102 3465881.7443407215, 357792.572762546 3465929.307184887, 357822.002599761 3465911.7900119224))"
commercial,,,,,,31.5,levels_x3.5,1907.2,"POLYGON ((357696.0943435839 3465881.9669604464, 357692.349946463 3465846.6174613875, 357745.7175111021 3465841.0151275825, 357749.4615778952 3465876.3535540947, 357696.0943435839 3465881.9669604464))"
yes,,,,,,10.5,default,333.4,"POLYGON ((359859.72114917124 3464127.0132093728, 359841.10475182306 3464127.284046287, 359841.3629227154 3464145.1856334545, 359859.9794363297 3464144.9258805774, 359859.72114917124 3464127.0132093728))"
apartments,,,,,,21.0,levels_x3.5,795.9,"POLYGON ((359810.84268048644 3464057.4761973857, 359810.9095021507 3464043.2399693592, 359754.97915324697 3464043.00066388, 359754.9122592177 3464057.225810265, 359810.84268048644 3464057.4761973857))"
apartments,,,,,,21.0,levels_x3.5,1060.1,"POLYGON ((359747.98211888876 3464045.1230565, 359669.8148325308 3464021.4448001995, 359666.0207113746 3464033.8572325567, 359744.1879170593 3464057.53545798, 359747.98211888876 3464045.1230565))"
apartments,,,,,,21.0,levels_x3.5,773.1,"POLYGON ((359653.11175939953 3464014.605960329, 359594.5355073364 3463994.502229252, 359590.44761997275 3464006.2977668983, 359649.0238166264 3464026.401473395, 359653.11175939953 3464014.605960329))"
apartments,,,,,,21.0,levels_x3.5,436.0,"POLYGON ((359723.0508707716 3464003.1383453635, 359722.77620670944 3464015.348488995, 359758.45630271285 3464016.1243458735, 359758.7213421393 3464003.90324714, 359723.0508707716 3464003.1383453635))"
apartments,,,,,,21.0,levels_x3.5,623.1,"POLYGON ((359697.0260533072 3463997.565991911, 359698.08907426056 3463984.5138016716, 359650.64920919365 3463980.669196909, 359649.57658014685 3463993.710436576, 359697.0260533072 3463997.565991911))"
apartments,,,,,,21.0,levels_x3.5,819.6,"POLYGON ((359691.541794266 3463961.8957561785, 359691.8702739697 3463949.440983649, 359626.10522540275 3463947.7484482154, 359625.7768234211 3463960.2032255926, 359691.541794266 3463961.8957561785))"
apartments,,,,,,21.0,levels_x3.5,819.6,"POLYGON ((359688.6440837615 3463931.0025704065, 359688.97256331844 3463918.547798231, 359623.2073202075 3463916.8552740114, 359622.8789183721 3463929.310051034, 359688.6440837615 3463931.0025704065))"
yes,,,,,,10.5,default,2689.5,"POLYGON ((357770.17696966033 3464738.8956213766, 357769.88224863046 3464717.158347288, 357835.6751354728 3464716.2665148377, 357844.7006959288 3464710.0575378602, 357864.87942339 3464669.893725481, 357886.732079322 3464678.7997279586, 357868.23592588876 3464714.583576987, 357825.58860918705 3464736.902752197, 357770.17696966033 3464738.8956213766))"
residential,,,,,兰花村,10.5,default,25443.2,"POLYGON ((359639.164021212 3464461.3545919936, 359674.6616186575 3464348.9592672936, 359868.72884543514 3464409.426626563, 359852.8520903364 3464523.5325173265, 359792.8145234175 3464504.24559003, 359733.1647229213 3464497.6037597144, 359636.70587066165 3464464.7467575646, 359639.164021212 3464461.3545919936))"
school,,,,,,10.5,default,1642.7,"POLYGON ((359352.7432038964 3464155.3716194616, 359354.4476692022 3464151.146898955, 359351.55682083406 3464149.9550223867, 359348.09829431376 3464151.8639556193, 359344.25403002545 3464151.272458803, 359341.35114376934 3464149.1827207543, 359340.09558212233 3464145.70723087, 359339.8356601391 3464142.650776271, 359340.69258314196 3464139.8232575497, 359341.8930222499 3464138.4767564246, 359344.2346994456 3464137.0484361076, 359348.15794976195 3464136.4304201948, 359351.0230721546 3464137.833288829, 359353.0100273286 3464139.769006273, 359354.02244941745 3464142.1501699043, 359354.03418775206 3464143.025864631, 359357.29087202705 3464144.52326675, 359359.74816001125 3464138.2263236707, 359355.7095333309 3464136.6285348204, 359360.4748198158 3464122.839282675, 359364.51151938224 3464124.292971837, 359365.6062461208 3464121.451181498, 359358.56313088286 3464119.4169324804, 359359.67853522697 3464115.987267402, 359350.08674223506 3464113.4328496945, 359355.2134207974 3464098.90702695, 359360.343774315 3464100.9890859392, 359361.24009742186 3464099.679923963, 359368.8463987063 3464102.5381319807, 359367.20022303145 3464106.141210808, 359373.6092200038 3464108.4500463353, 359374.30284812645 3464106.9329542075, 359381.10563671356 3464109.502598017, 359376.91749248095 3464122.319558, 359373.6493459033 3464121.3877266864, 359369.14787350653 3464134.264323795, 359374.5812892613 3464136.2314595357, 359374.8873620049 3464134.9191227667, 359382.1148658107 3464137.216992552, 359381.4386402182 3464138.6118969764, 359387.9441286146 3464141.019227647, 359388.4273261571 3464139.4273492987, 359394.91021172394 3464141.568905498, 359387.4652446187 3464162.8221634245, 359384.82498398307 3464161.859741185, 359383.79658396356 3464164.6784672723, 359352.7432038964 3464155.3716194616))"
yes,,,,,,10.5,default,6260.0,"POLYGON ((359901.6008780836 3463936.217167988, 359902.1211231352 3463906.021130189, 359903.07875861006 3463850.8298283536, 359906.72499753034 3463840.1490018032, 359914.2937632076 3463835.2030694103, 359923.11033420404 3463831.737190494, 359929.9601403487 3463832.1224834044, 359934.89318060264 3463835.8261149772, 359950.08503279695 3463847.120255008, 359976.59666520904 3463864.9042911283, 359988.7220804759 3463873.2681673276, 360016.14349729184 3463892.182088025, 360020.2556236894 3463895.009772726, 360023.6651791072 3463900.1196036623, 360022.7331688674 3463905.897118436, 360020.76273987815 3463908.761597964, 360005.81988685974 3463926.8216152233, 359997.45435748145 3463921.279011145, 359969.7259856637 3463902.90139832, 359957.80682497163 3463895.011520054, 359930.85316536704 3463878.3421031586, 359930.0814707837 3463878.296970563, 359926.928906392 3463878.8933879673, 359926.66487176734 3463906.181283855, 359926.3777688482 3463936.0194302606, 359901.6008780836 3463936.217167988))"
commercial,,,,,五角场大楼,10.5,default,2138.5,"POLYGON ((358602.67752524884 3463942.8194123534, 358607.3049266094 3463923.10021321, 358607.3896762465 3463920.2054240704, 358607.7108147297 3463918.6046018586, 358611.2531530638 3463913.7341255955, 358645.2210777301 3463914.562552653, 358644.98264332255 3463932.9032802135, 358676.0047034098 3463942.607641845, 358675.54386940104 3463966.35061811, 358602.67752524884 3463942.8194123534))"
commercial,,,,,,10.5,default,650.0,"POLYGON ((359223.9254296784 3464009.8672643863, 359229.77089786105 3463988.6131690633, 359258.4784392124 3463996.8646451184, 359252.38205036416 3464012.190682811, 359257.8693843826 3464015.332233038, 359250.9928620886 3464022.885846152, 359245.1286870309 3464017.19940474, 359241.29508392885 3464010.310532273, 359231.58046954114 3464009.254574384, 359229.93119994237 3464013.334447152, 359223.9254296784 3464009.8672643863))"
retail,,,,,商城,10.5,default,3374.2,"POLYGON ((359697.79457094544 3464242.982364454, 359715.9602696155 3464188.3702008026, 359772.05986362475 3464208.452216598, 359754.3853488191 3464261.3725255756, 359697.79457094544 3464242.982364454))"
yes,,,,,,10.5,default,592.5,"POLYGON ((357967.807137015 3465213.8714815364, 357968.98457994655 3465230.530122706, 358004.36957159045 3465228.055378503, 358003.20170180924 3465211.39660662, 357967.807137015 3465213.8714815364))"
yes,,,,,,10.5,default,6356.3,"POLYGON ((358033.7031927585 3465417.7307981825, 358032.3009275787 3465333.124046203, 358107.4035910774 3465331.874884869, 358108.81476646266 3465416.481495858, 358033.7031927585 3465417.7307981825))"
yes,,,,,,10.5,default,9214.1,"POLYGON ((357909.16069426853 3465412.5103116534, 357872.5812163978 3465384.390849388, 357851.3039859935 3465351.1193663, 357856.5231388264 3465333.7864295435, 358002.9056145969 3465340.6840786333, 358001.397483174 3465376.226688514, 357969.15355687274 3465411.6976789734, 357909.16069426853 3465412.5103116534))"
apartments,,,,,,70.0,levels_x3.5,589.5,"POLYGON ((358369.1132405263 3466023.2477473803, 358371.32657827187 3466011.6543006003, 358420.373610868 3466020.9478887394, 358418.15085568605 3466032.552536701, 358369.1132405263 3466023.2477473803))"
apartments,,,,,,108.5,levels_x3.5,486.2,"POLYGON ((358068.7625822182 3466008.6942226887, 358068.22807353863 3465993.1133704474, 358099.39427414327 3465992.059602604, 358099.92873642006 3466007.6404547226, 358068.7625822182 3466008.6942226887))"
apartments,,,,,,108.5,levels_x3.5,486.2,"POLYGON ((358026.02365316043 3466030.903240125, 358025.48907992756 3466015.3223873028, 358056.6552165141 3466014.268489866, 358057.18974334386 3466029.8493425646, 358026.02365316043 3466030.903240125))"
apartments,,,,,,63.0,levels_x3.5,398.6,"POLYGON ((358008.4966559983 3465798.6052987315, 358008.8763141098 3465808.367657795, 358020.4828643376 3465807.966592584, 358020.61212430417 3465811.8895811643, 358029.80228853883 3465811.576677516, 358029.6799354414 3465808.1635897583, 358040.54451645794 3465807.7947658096, 358040.19574998796 3465797.4998209784, 358031.062671234 3465797.8119420325, 358030.922398334 3465793.7782343724, 358019.35374761635 3465794.1676872475, 358019.4938748884 3465798.1903101164, 358008.4966559983 3465798.6052987315))"
apartments,,,,,,10.5,default,398.6,"POLYGON ((358092.1422691601 3465907.7093545794, 358092.4748710568 3465917.516698287, 358104.08129883464 3465917.1157212197, 358104.2105287637 3465921.0387102338, 358113.4005960075 3465920.725876378, 358113.27826914785 3465917.3127881666, 358124.142735497 3465916.9440467283, 358123.7940479567 3465906.6491006864, 358114.66106558207 3465906.9611523813, 358114.5208236467 3465902.9274442205, 358102.9522950512 3465903.3168092417, 358103.0923914437 3465907.3394326097, 358092.1422691601 3465907.7093545794))"
apartments,,,,,,10.5,default,319.7,"POLYGON ((358050.2831640819 3465862.764483109, 358049.95052422455 3465852.957139979, 358026.697808982 3465853.637804235, 358026.9082050554 3465860.741615557, 358022.6743857827 3465860.8654602584, 358022.81595249544 3465865.6974027995, 358033.3576728249 3465865.3883739864, 358033.46549502877 3465869.1342636948, 358040.7629322459 3465868.9246001635, 358040.63689261273 3465864.535920862, 358050.2842390932 3465864.2501040217, 358050.2831640819 3465862.764483109))"
apartments,,,,,,10.5,default,398.6,"POLYGON ((358049.95052422455 3465852.957139979, 358050.2831640819 3465862.764483109, 358061.8896532887 3465862.3634615415, 358062.01889838406 3465866.286450339, 358071.20901428256 3465865.9735812466, 358071.0866741788 3465862.5604932643, 358081.95119805157 3465862.191710169, 358081.60247066524 3465851.8967647357, 358072.4694399403 3465852.208851445, 358072.3291823731 3465848.1751435366, 358060.7605925142 3465848.56455291, 358060.90070449666 3465852.587176029, 358049.95052422455 3465852.957139979))"
apartments,,,,,,108.5,levels_x3.5,691.0,"POLYGON ((358105.2391965308 3465963.997344029, 358105.19237756904 3465959.130859, 358108.5709045109 3465959.107314018, 358108.50075361313 3465951.813128996, 358158.4924767047 3465951.391760559, 358158.56267324765 3465959.3955005235, 358160.71346862207 3465959.3774933377, 358160.7544140017 3465963.811670503, 358151.1425266538 3465963.8973476877, 358151.1818956748 3465967.5111210863, 358143.9301599066 3465967.575964154, 358143.8992547804 3465963.8844683543, 358123.60000630777 3465964.0593272974, 358123.623569384 3465967.207668084, 358116.9142517183 3465967.2651906055, 358116.88768681587 3465963.8951537507, 358105.2391965308 3465963.997344029))"
apartments,,,,,,52.5,levels_x3.5,342.4,"POLYGON ((358008.8763141098 3465808.367657795, 358008.4966559983 3465798.6052987315, 357982.54464709247 3465799.5776028093, 357982.84111021715 3465807.4119796813, 357980.9003908104 3465807.482610793, 357981.0618174313 3465811.6712480104, 357991.6785222619 3465811.2724698037, 357991.8239734068 3465814.984589472, 357999.52959770046 3465814.6917634746, 357999.365026196 3465810.270345406, 358008.9257263321 3465809.908058522, 358008.8763141098 3465808.367657795))"
apartments,,,,,,108.5,levels_x3.5,715.4,"POLYGON ((357951.488491687 3466056.8137669936, 357951.33652727434 3466051.2169714323, 357953.9149273463 3466051.1487806267, 357953.72441046766 3466044.111218227, 358004.4835818442 3466042.758489689, 358004.69288770517 3466050.483180758, 358006.99532211595 3466050.4187402325, 358007.1320364998 3466055.5944418083, 357996.3998858571 3466055.8839120045, 357996.4916022157 3466059.1422002027, 357990.4120503863 3466059.313232814, 357990.3158282571 3466055.7224004525, 357969.5270157686 3466056.2811494786, 357969.6197915477 3466059.6170313866, 357962.08443482564 3466059.818887268, 357961.9922572821 3466056.52734456, 357951.488491687 3466056.8137669936))"
apartments,,,,,,10.5,default,319.7,"POLYGON ((358092.4748710568 3465917.516698287, 358092.1422691601 3465907.7093545794, 358068.88967743586 3465908.3899296904, 358069.100046179 3465915.4937413144, 358064.8662493996 3465915.6175697846, 358065.00779753097 3465920.4495125255, 358075.5494618629 3465920.140524126, 358075.65726967226 3465923.8864139817, 358082.95466810727 3465923.6767784273, 358082.8286453398 3465919.2880989537, 358092.47594058263 3465919.002319098, 358092.4748710568 3465917.516698287))"
