building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,2165.8,"POLYGON ((358021.1568505111 3463889.2840351835, 358026.6962158454 3463873.720826304, 358150.3378880527 3463917.3050063103, 358144.78885190724 3463932.8682736927, 358021.1568505111 3463889.2840351835))"
yes,,,,,,10.5,default,64.0,"POLYGON ((359922.6889057761 3465585.1843324653, 359922.292435327 3465570.466452444, 359926.6407011942 3465570.352939015, 359927.03716553096 3465585.070818978, 359922.6889057761 3465585.1843324653))"
yes,,,,,,10.5,default,829.5,"POLYGON ((360023.62506673957 3466010.6090603415, 360023.45563294075 3465997.9170158976, 360088.8022308877 3465997.0448696543, 360088.9715855371 3466009.736912292, 360023.62506673957 3466010.6090603415))"
yes,,,,,,10.5,default,291.2,"POLYGON ((359872.537091271 3465721.167913372, 359872.4874918112 3465693.9506454975, 359874.0387991823 3465693.9410029394, 359874.01991103555 3465685.404470849, 359878.3220291983 3465685.402418974, 359878.3340635831 3465694.1386036724, 359881.86506042664 3465694.124683346, 359881.8714276065 3465700.2999084424, 359881.9121176865 3465721.153509572, 359872.537091271 3465721.167913372))"
yes,,,,,兰生复旦中学教职工宿舍,7.0,levels_x3.5,464.8,"POLYGON ((359325.70124736964 3465811.4294342697, 359322.9362459335 3465739.4136528126, 359329.0564107739 3465739.4202458076, 359332.50282093766 3465811.1497168783, 359325.70124736964 3465811.4294342697))"
residential,,,,,龙腾公寓,10.5,default,1363.1,"POLYGON ((358232.6040357307 3465496.9718296584, 358227.06753794674 3465476.0815034024, 358288.07288762357 3465460.0680555524, 358293.6092687667 3465480.9584094156, 358232.6040357307 3465496.9718296584))"
residential,,,,,龙腾公寓,10.5,default,1149.0,"POLYGON ((358227.80087649194 3465497.2363222, 358176.2496374374 3465513.4105381584, 358169.82657163613 3465493.130913996, 358221.3780538464 3465476.9677549987, 358227.80087649194 3465497.2363222))"
yes,,,,,,10.5,default,611.3,"POLYGON ((358732.3561144269 3466127.5303627723, 358724.71838172537 3466118.009928199, 358685.50653074624 3466149.160090199, 358693.15379551117 3466158.6803688514, 358706.15846693714 3466148.349600039, 358727.9960770693 3466130.9927554647, 358732.3561144269 3466127.5303627723))"
industrial,,,,,,10.5,default,3766.0,"POLYGON ((358839.9581844857 3466250.1756619737, 358787.373530866 3466195.0506550972, 358769.9966367879 3466211.4714350575, 358728.45566135226 3466167.92778303, 358757.84341965953 3466140.1696372493, 358799.51001729 3466183.8558398103, 358803.7672815252 3466179.8294339967, 358813.8845920798 3466190.43629779, 358809.5051147988 3466194.575213306, 358851.84679659054 3466238.950982808, 358839.9581844857 3466250.1756619737))"
residential,,,,,,10.5,default,339.3,"POLYGON ((359256.5068493185 3466150.448977474, 359253.84066881606 3466141.8481709315, 359288.4021497635 3466130.718813191, 359291.0880840174 3466140.0843492053, 359256.5068493185 3466150.448977474))"
residential,,,,,,10.5,default,418.4,"POLYGON ((359204.6850579089 3466149.8697525742, 359201.73260130116 3466140.507813852, 359242.41158333956 3466127.7883536043, 359245.36400593794 3466137.1503024283, 359204.6850579089 3466149.8697525742))"
residential,,,,,,10.5,default,364.6,"POLYGON ((359251.9597159955 3466135.02179464, 359249.2935285881 3466126.4209891595, 359286.14750417566 3466114.4847784974, 359289.08085824177 3466123.8469935907, 359251.9597159955 3466135.02179464))"
residential,,,,,,10.5,default,196.8,"POLYGON ((359295.4171292595 3466122.243073944, 359292.68450813345 3466112.944684184, 359312.18609229574 3466107.261564704, 359314.9280642635 3466116.5487464443, 359295.4171292595 3466122.243073944))"
residential,,,,,,10.5,default,233.1,"POLYGON ((359297.4350554528 3466139.2785341493, 359294.1171985249 3466128.2141143433, 359313.4656069175 3466122.4665307007, 359316.78344456956 3466133.530955867, 359297.4350554528 3466139.2785341493))"
residential,,,,,,10.5,default,444.6,"POLYGON ((359154.727647068 3466165.5078689796, 359151.8613875924 3466156.189131288, 359195.4834960556 3466142.9310422163, 359198.3403520037 3466152.2610029504, 359154.727647068 3466165.5078689796))"
yes,,,,,,10.5,default,2013.8,"POLYGON ((358448.63147367694 3463771.43261943, 358500.9661926961 3463792.9225241556, 358514.60270114976 3463760.0437611877, 358462.26785388077 3463738.5537844985, 358448.63147367694 3463771.43261943))"
yes,,,,,,10.5,default,6130.1,"POLYGON ((358680.62349343474 3465984.586896713, 358695.44123576884 3465972.468890784, 358704.9620661895 3465983.9928175644, 358736.12282248336 3465958.51680371, 358728.3530984827 3465949.0979222697, 358764.51289165765 3465919.530146051, 358729.61259790976 3465877.2717706636, 358662.19795726566 3465932.4057616964, 358666.3488094095 3465937.4275675705, 358651.6253112339 3465949.4778219187, 358680.62349343474 3465984.586896713))"
apartments,,,,,,70.0,levels_x3.5,555.4,"POLYGON ((358384.8625341511 3465963.8536015577, 358433.2926340805 3465973.9649294713, 358435.6094480624 3465962.9798788344, 358387.169784748 3465952.868667131, 358384.8625341511 3465963.8536015577))"
yes,,,,,,10.5,default,438.0,"POLYGON ((358858.13251740596 3465440.9058259856, 358898.22099192266 3465441.419634822, 358898.3691064467 3465430.497163653, 358858.2710736902 3465429.9834808167, 358858.13251740596 3465440.9058259856))"
yes,,,,,,10.5,default,456.7,"POLYGON ((359139.176652157 3466134.3966293093, 359177.496604186 3466134.5360082453, 359177.5363950718 3466122.61718884, 359139.2163995302 3466122.477808185, 359139.176652157 3466134.3966293093))"
yes,,,,,,10.5,default,904.6,"POLYGON ((358707.3301749385 3465366.437564545, 358779.34053001564 3465367.430045721, 358779.5236858941 3465354.877338713, 358707.50357884675 3465353.873896596, 358707.3301749385 3465366.437564545))"
yes,,,,,,10.5,default,1061.8,"POLYGON ((358454.9447448851 3465806.7828609585, 358473.6766599217 3465792.7158670654, 358446.29138776043 3465756.609901196, 358427.5499231484 3465770.6770707513, 358454.9447448851 3465806.7828609585))"
apartments,,,,,,10.5,default,810.4,"POLYGON ((358597.5680896414 3466041.53976057, 358661.68312807055 3466053.7910055807, 358664.0411149396 3466041.608085486, 358599.9163409107 3466029.3458671984, 358597.5680896414 3466041.53976057))"
apartments,,,,,,70.0,levels_x3.5,811.2,"POLYGON ((358479.11082326574 3466029.623089543, 358541.3586657621 3466041.0229537226, 358543.69180335396 3466028.419036514, 358481.4438901871 3466017.0191560546, 358479.11082326574 3466029.623089543))"
yes,,,,,,10.5,default,1755.1,"POLYGON ((358452.63051532424 3465491.4720457676, 358480.19063553796 3465491.8207473154, 358481.01633430645 3465428.160272051, 358453.44653058547 3465427.811690714, 358452.63051532424 3465491.4720457676))"
yes,,,,,,10.5,default,733.6,"POLYGON ((358224.6347813254 3465569.3101746435, 358288.1751186123 3465548.639226334, 358284.750374369 3465538.2084656074, 358221.2099783182 3465558.8794323015, 358224.6347813254 3465569.3101746435))"
apartments,,,,,,70.0,levels_x3.5,532.1,"POLYGON ((358573.7728557731 3466144.5023515024, 358618.25697721454 3466152.8605616204, 358620.45211709954 3466141.311770155, 358575.967949496 3466132.9535491434, 358573.7728557731 3466144.5023515024))"
apartments,,,,,,70.0,levels_x3.5,670.5,"POLYGON ((358521.27970089053 3466088.545845299, 358576.4373762399 3466099.309841493, 358578.74458436563 3466087.604313599, 358523.58685122454 3466076.840303293, 358521.27970089053 3466088.545845299))"
apartments,,,,,,70.0,levels_x3.5,634.6,"POLYGON ((358451.37991590577 3465977.035704252, 358495.32474654133 3465986.2765697273, 358498.26960363874 3465972.4559237654, 358454.31520299334 3465963.2151725744, 358451.37991590577 3465977.035704252))"
yes,,,,,,10.5,default,750.9,"POLYGON ((358787.5401680279 3465447.6323132156, 358843.9840401886 3465447.6596217747, 358843.9858221336 3465434.3554581306, 358787.55139500543 3465434.3280188227, 358787.5401680279 3465447.6323132156))"
yes,,,,,,10.5,default,892.7,"POLYGON ((358712.7661121021 3465397.59581734, 358779.7645754876 3465398.9218934486, 358780.0325963568 3465385.603054939, 358713.0340481725 3465384.276974051, 358712.7661121021 3465397.59581734))"
yes,,,,,,10.5,default,423.9,"POLYGON ((359184.38289858395 3466127.1151622618, 359222.2422335214 3466126.9726359127, 359222.1965902244 3466115.775606745, 359184.3467308211 3466115.9180039894, 359184.38289858395 3466127.1151622618))"
yes,,,,,,10.5,default,204.8,"POLYGON ((358677.37223522237 3466085.8532139836, 358689.65124949714 3466087.3507407163, 358691.6759290201 3466070.914987773, 358679.3970454697 3466069.4285428035, 358677.37223522237 3466085.8532139836))"
apartments,,,,,,70.0,levels_x3.5,945.4,"POLYGON ((358407.64492832206 3466079.9020642545, 358470.0157443698 3466091.9650432994, 358472.8642627889 3466077.35852158, 358410.5028811366 3466065.2953942944, 358407.64492832206 3466079.9020642545))"
yes,,,,,,10.5,default,652.8,"POLYGON ((358234.2808195095 3465532.2939338577, 358283.52423624916 3465517.204435293, 358279.7721811763 3465505.092903217, 358230.52886085014 3465520.1935020513, 358234.2808195095 3465532.2939338577))"
yes,,,,,,10.5,default,335.9,"POLYGON ((358360.1828728284 3465431.820370989, 358392.47862805176 3465431.1181686, 358392.25258745195 3465420.7217960823, 358359.9568001718 3465421.42399799, 358360.1828728284 3465431.820370989))"
yes,,,,,,10.5,default,299.6,"POLYGON ((359234.8871094001 3466111.780287862, 359268.24721778964 3466110.412269186, 359267.87943887827 3466101.4480073317, 359234.5193019024 3466102.8160261274, 359234.8871094001 3466111.780287862))"
apartments,,,,,,70.0,levels_x3.5,834.4,"POLYGON ((358461.99440680514 3466141.476163551, 358520.150267427 3466153.673927242, 358523.05822856666 3466139.9424764686, 358464.9021474109 3466127.733609441, 358461.99440680514 3466141.476163551))"
yes,,,,,,10.5,default,565.9,"POLYGON ((358807.7873710508 3465821.738369294, 358816.5808228274 3465833.6713138656, 358847.4206742104 3465811.1712518097, 358838.6272415713 3465799.2382823485, 358807.7873710508 3465821.738369294))"
yes,,,,,,10.5,default,1893.2,"POLYGON ((358737.2079761592 3466050.3673914643, 358778.960636883 3466007.1318853833, 358757.52221305 3465979.958650752, 358722.46867638757 3466008.2587513914, 358738.7781771554 3466028.449810378, 358727.7693179784 3466041.403382499, 358737.2079761592 3466050.3673914643))"
yes,,,,,,10.5,default,1022.7,"POLYGON ((358785.99690878927 3465401.587497848, 358831.7278257377 3465401.2379264156, 358831.4865426084 3465369.8766656215, 358811.8617321826 3465370.029970659, 358811.986937004 3465385.693910515, 358786.1854141228 3465385.8971584463, 358785.99690878927 3465401.587497848))"
apartments,,,,,,10.5,default,461.8,"POLYGON ((358647.95897730766 3466087.7131552263, 358640.39794790593 3466086.0079402393, 358637.8285088714 3466097.328948379, 358669.89566091564 3466104.535470083, 358672.47434906976 3466093.192173037, 358664.5314933388 3466091.403393203, 358665.5644221493 3466086.8327937606, 358649.0009671424 3466083.1091712727, 358647.95897730766 3466087.7131552263))"
yes,,,,,国和1000,10.5,default,3670.5,"POLYGON ((359344.0184551189 3466105.5262504877, 359349.7967234906 3466105.6039520865, 359350.0924810526 3466131.199330866, 359371.1006911007 3466130.6958037238, 359369.9670046851 3466090.166704784, 359417.71190025355 3466089.770352222, 359417.02549060853 3466051.352834171, 359355.45262188575 3466051.8570465865, 359349.9079147482 3466057.8406686676, 359344.45495322626 3466062.8585145907, 359344.0184551189 3466105.5262504877))"
yes,,,,,,10.5,default,4706.2,"POLYGON ((358409.84265868645 3465818.334438925, 358431.0857683087 3465802.747825001, 358410.7268400164 3465775.261323658, 358447.56794746674 3465748.2332152543, 358418.64845071326 3465709.187845131, 358379.44142602093 3465737.933197449, 358371.714692436 3465727.505078388, 358352.8275272354 3465741.3526146836, 358409.84265868645 3465818.334438925))"
yes,,,,,,10.5,default,473.9,"POLYGON ((358338.8235697589 3464288.538677942, 358357.79725425004 3464295.0011067484, 358366.11984896776 3464271.928012215, 358361.2296316447 3464269.311025019, 358355.82414108975 3464268.718792035, 358351.37526463426 3464269.1779786046, 358348.1537776333 3464270.296890167, 358344.5488626568 3464272.629439706, 358342.82431467343 3464275.335726945, 358341.7886303249 3464278.2987966514, 358338.8235697589 3464288.538677942))"
yes,,,,,,10.5,default,1770.3,"POLYGON ((357769.2671555383 3464305.268977147, 357807.49075264105 3464318.8533079117, 357809.12374816556 3464314.3188409074, 357852.99088492914 3464329.9111713064, 357854.8712620279 3464324.663804304, 357872.4812019736 3464330.9221085524, 357876.69167323963 3464319.190654414, 357810.9960557952 3464295.833912634, 357808.8403801995 3464301.838922812, 357774.8350492581 3464289.7495567235, 357769.2671555383 3464305.268977147))"
yes,,,,,,10.5,default,1661.0,"POLYGON ((359689.2610959175 3464706.0225974466, 359764.40814630955 3464704.951230077, 359764.03554937 3464678.5032909275, 359753.4525270754 3464678.655857573, 359753.5404383545 3464684.51955873, 359708.7242239808 3464685.1520670513, 359708.65348349593 3464680.5741955265, 359691.6748762027 3464680.812356978, 359691.87208862917 3464694.84551476, 359689.10272379965 3464694.8936421736, 359689.2610959175 3464706.0225974466))"
yes,,,,,,10.5,default,787.2,"POLYGON ((358922.8716706557 3464702.453938566, 358929.5681535584 3464704.2153741186, 358930.4109231385 3464701.0553991525, 358939.995330067 3464670.52660457, 358975.7239367409 3464681.432344901, 358977.4518988515 3464675.433350111, 358977.1191437418 3464671.923319305, 358975.952781894 3464670.131856343, 358974.40649345977 3464669.1104876343, 358937.0336498399 3464655.5660357024, 358922.8716706557 3464702.453938566))"
yes,,,,,,10.5,default,619.5,"POLYGON ((357673.69720492663 3464163.866466467, 357691.8889134915 3464169.473558076, 357692.3816746704 3464167.9036326613, 357704.7803431124 3464171.726732537, 357709.28699826694 3464157.274919633, 357699.74661035073 3464154.333254873, 357702.1094905135 3464146.762169937, 357686.4414233045 3464141.9301675507, 357682.68292344804 3464153.988176207, 357677.2914370455 3464152.331762628, 357673.69720492663 3464163.866466467))"
yes,,,,,,10.5,default,478.6,"POLYGON ((357716.65628076054 3464284.41844893, 357752.12577045197 3464296.365824631, 357754.1418066204 3464290.59551774, 357754.8882904658 3464288.0797754065, 357753.00534621795 3464287.5177023252, 357754.4618967593 3464282.6086663636, 357748.9662448112 3464280.9868922723, 357724.0719552643 3464272.4882450923, 357721.9023983084 3464278.8704153975, 357718.88990145316 3464277.8469324997, 357716.65628076054 3464284.41844893))"
yes,,,,,,10.5,default,524.4,"POLYGON ((357674.4964501228 3464191.2068203124, 357694.18039717135 3464197.348012969, 357696.57166462636 3464189.765453782, 357685.1761367054 3464186.2059285566, 357689.96773543366 3464171.0074233296, 357677.7979375041 3464167.2144966046, 357676.8213358519 3464170.3098807503, 357669.4313195373 3464167.993197719, 357666.06331743824 3464178.6600639424, 357665.44287586544 3464180.641935426, 357664.11027451407 3464184.86191976, 357675.39099767036 3464188.378632551, 357674.4964501228 3464191.2068203124))"
yes,,,,,,10.5,default,1780.7,"POLYGON ((359925.8469185821 3464523.012197901, 359937.17828478495 3464526.8521244843, 359938.9650615342 3464521.6507757376, 360003.72114897775 3464543.6028832453, 360000.6700619523 3464552.5018788017, 360013.4357708959 3464556.8327323287, 360023.1017864041 3464528.6100415015, 360009.68590891454 3464524.066116548, 360008.09156712337 3464528.7105483366, 359942.8378323043 3464506.565493175, 359944.72516375524 3464501.0523755653, 359934.56022378604 3464497.5959883444, 359925.8469185821 3464523.012197901))"
yes,,,,,,10.5,default,4916.8,"POLYGON ((358037.34555400733 3464192.92101267, 358062.3299833669 3464203.86936245, 358066.2558069414 3464195.002245746, 358106.2557323066 3464212.532708281, 358148.9787332684 3464116.043120091, 358118.1239576749 3464102.524192747, 358096.97945664113 3464150.272728557, 358101.98768410576 3464152.4556171168, 358096.7408001028 3464164.300760206, 358070.8657684879 3464152.965248437, 358061.4806228012 3464174.1571312584, 358048.22706923797 3464168.3495579953, 358037.34555400733 3464192.92101267))"
apartments,,,,,,10.5,default,719.6,"POLYGON ((360036.59196606453 3464766.3175407383, 360044.885972083 3464758.701179107, 360038.42275778146 3464753.0001490125, 360039.03956232086 3464749.2889585854, 360043.25571047363 3464750.6628922047, 360047.008235293 3464739.404164959, 360021.15289790387 3464731.4008504828, 360019.5778093705 3464741.765768699, 360010.58210293506 3464746.730703933, 360011.6959444835 3464758.8668747586, 360021.20048356906 3464756.36748644, 360031.4432570114 3464759.2574843247, 360036.59196606453 3464766.3175407383))"
yes,,,,,,10.5,default,1218.6,"POLYGON ((359367.3142151133 3464789.980854953, 359365.82330177067 3464739.123771791, 359318.7169145248 3464767.0066240965, 359367.3142151133 3464789.980854953))"
yes,,,,,,10.5,default,349.9,"POLYGON ((359316.6236062992 3464761.3915431877, 359340.5684757522 3464746.846148675, 359316.2348651794 3464732.4049134157, 359316.6236062992 3464761.3915431877))"
yes,,,,,,10.5,default,539.2,"POLYGON ((357853.95420629246 3464068.6594959246, 357888.91873284924 3464080.536591722, 357893.65330263844 3464066.7248227457, 357858.6887372405 3464054.8477099156, 357853.95420629246 3464068.6594959246))"
yes,,,,,,10.5,default,327.5,"POLYGON ((357789.9520807535 3464229.3653887054, 357827.6231397762 3464242.901858836, 357830.42239912075 3464235.2140241074, 357792.75131726806 3464221.6775431945, 357789.9520807535 3464229.3653887054))"
yes,,,,,,10.5,default,278.8,"POLYGON ((359841.03948371205 3464710.9560698564, 359856.5444954119 3464710.8597878176, 359856.4375423355 3464692.878560177, 359840.9325040595 3464692.9748414126, 359841.03948371205 3464710.9560698564))"
yes,,,,,,10.5,default,547.9,"POLYGON ((359185.94201541954 3464609.881670814, 359231.93506223266 3464609.6635376564, 359231.8800061426 3464597.7571079726, 359185.886758348 3464597.964154721, 359185.94201541954 3464609.881670814))"
yes,,,,,,10.5,default,1705.9,"POLYGON ((359328.28471517423 3464727.3540648185, 359365.6593900897 3464726.8972904854, 359365.1046900465 3464681.2606032593, 359327.7298524452 3464681.7173736524, 359328.28471517423 3464727.3540648185))"
yes,,,,,,10.5,default,266.9,"POLYGON ((358437.14097755187 3464529.912523889, 358449.638736325 3464536.1964002266, 358458.2810453289 3464519.1835305276, 358445.7832726443 3464512.8996434966, 358437.14097755187 3464529.912523889))"
yes,,,,,,10.5,default,564.4,"POLYGON ((357819.16439562367 3464156.7943071937, 357871.7330784391 3464173.7988140266, 357874.9048100199 3464164.0881489594, 357822.3360855311 3464147.0836248756, 357819.16439562367 3464156.7943071937))"
yes,,,,,,10.5,default,1059.3,"POLYGON ((358876.4806566913 3464551.355502263, 358948.1197183685 3464573.1753536575, 358952.27855998743 3464559.649020355, 358880.63956696563 3464537.8402227005, 358876.4806566913 3464551.355502263))"
yes,,,,,,10.5,default,609.4,"POLYGON ((359224.6853496297 3464812.105115261, 359267.9863840514 3464812.0895246365, 359267.98801079503 3464798.020416542, 359224.6867695787 3464798.0249202987, 359224.6853496297 3464812.105115261))"
yes,,,,,,10.5,default,288.9,"POLYGON ((358026.8615077374 3464247.5656096996, 358049.0233304042 3464256.7560549695, 358053.6803921873 3464245.6505902437, 358031.5185512728 3464236.4601345733, 358026.8615077374 3464247.5656096996))"
yes,,,,,,10.5,default,955.4,"POLYGON ((359803.89214191004 3464700.642904306, 359830.5943068352 3464700.7628094447, 359830.7443405745 3464664.9728759304, 359804.0517500492 3464664.863924678, 359803.89214191004 3464700.642904306))"
yes,,,,,,10.5,default,678.2,"POLYGON ((358342.72434876626 3464531.608286726, 358400.10109154193 3464544.6589256763, 358402.6814784012 3464533.426437943, 358345.3046790408 3464520.375782965, 358342.72434876626 3464531.608286726))"
yes,,,,,,10.5,default,696.3,"POLYGON ((359487.2471866646 3464634.711490588, 359539.0367051743 3464633.7518556984, 359538.7900545935 3464620.306950667, 359487.0006181125 3464621.2776691034, 359487.2471866646 3464634.711490588))"
yes,,,,,,10.5,default,572.8,"POLYGON ((358495.60485181946 3464578.4045546693, 358548.31350654387 3464596.862778984, 358551.7337500466 3464587.1933335406, 358499.0250547356 3464568.7350907433, 358495.60485181946 3464578.4045546693))"
yes,,,,,,10.5,default,505.9,"POLYGON ((357992.7673814167 3464046.7349455305, 358050.7655933593 3464066.083800793, 358053.41068340815 3464058.2429084782, 357995.4124346876 3464038.8940374036, 357992.7673814167 3464046.7349455305))"
yes,,,,,,10.5,default,660.9,"POLYGON ((358526.31812553364 3463784.498446768, 358550.7135283405 3463792.684223028, 358558.9631657881 3463768.370604495, 358534.5675656661 3463760.173722758, 358526.31812553364 3463784.498446768))"
apartments,,,,,,10.5,default,586.4,"POLYGON ((357746.3698271973 3464352.7760118553, 357787.6628123077 3464365.974955857, 357791.8196279864 3464353.1022463664, 357750.5265993326 3464339.903284582, 357746.3698271973 3464352.7760118553))"
yes,,,,,,10.5,default,2003.1,"POLYGON ((359943.60288583033 3464484.7255475563, 360030.43997369637 3464516.4054501685, 360037.9362675207 3464496.072200817, 359951.08952361014 3464464.3923588716, 359943.60288583033 3464484.7255475563))"
yes,,,,,,10.5,default,860.8,"POLYGON ((358704.441976398 3463780.85682073, 358720.5881205136 3463781.6039775116, 358723.1087024339 3463728.4090191573, 358706.9624771417 3463727.6618555826, 358704.441976398 3463780.85682073))"
yes,,,,,,10.5,default,736.0,"POLYGON ((357925.5061273998 3464383.7975903745, 357988.08722299547 3464404.979806555, 357991.68553148356 3464394.43189041, 357929.1140504008 3464373.260606946, 357925.5061273998 3464383.7975903745))"
yes,,,,,,10.5,default,376.8,"POLYGON ((357869.710319027 3464208.5944635463, 357904.54292271024 3464220.6064183637, 357907.9057723187 3464210.9486091533, 357873.0826594498 3464198.9365133764, 357869.710319027 3464208.5944635463))"
yes,,,,,,10.5,default,1113.1,"POLYGON ((359137.9647008141 3464655.8595109144, 359208.17412562633 3464655.659812548, 359208.1326994776 3464639.8063146137, 359137.9231686011 3464640.006009408, 359137.9647008141 3464655.8595109144))"
yes,,,,,,10.5,default,169.8,"POLYGON ((358222.1046771261 3464511.707117652, 358237.8234670943 3464517.5370083726, 358241.3792507135 3464508.0540940566, 358225.65093167307 3464502.224326257, 358222.1046771261 3464511.707117652))"
apartments,,,,,,10.5,default,674.3,"POLYGON ((358321.46791639115 3464389.2082831454, 358361.1586734331 3464401.5552197886, 358366.02351624373 3464386.078903705, 358326.33270850306 3464373.731947002, 358321.46791639115 3464389.2082831454))"
yes,,,,,,10.5,default,418.6,"POLYGON ((357720.3725090488 3464174.4754665922, 357749.8884514195 3464184.707520834, 357754.3244786145 3464172.063839006, 357724.7989886672 3464161.8319003847, 357720.3725090488 3464174.4754665922))"
yes,,,,,,10.5,default,488.8,"POLYGON ((357920.35639701923 3464192.6087171715, 357975.7751862536 3464211.3268498736, 357978.47638383566 3464203.4186520376, 357923.0480415459 3464184.7006328087, 357920.35639701923 3464192.6087171715))"
yes,,,,,,10.5,default,467.4,"POLYGON ((358592.6235279015 3464625.0134447017, 358620.5275497725 3464633.76177238, 358625.3483391927 3464618.5300877504, 358597.44413289055 3464609.770661342, 358592.6235279015 3464625.0134447017))"
apartments,,,,,,10.5,default,520.5,"POLYGON ((357738.73041637277 3464380.496874099, 357779.6568782637 3464394.7540002307, 357783.64420505066 3464383.424651675, 357742.7177061811 3464369.167508801, 357738.73041637277 3464380.496874099))"
yes,,,,,,10.5,default,322.0,"POLYGON ((357759.8677135955 3464189.12891335, 357789.19762629597 3464198.9866444124, 357792.53864007397 3464189.1295268266, 357763.2182217978 3464179.2716566445, 357759.8677135955 3464189.12891335))"
yes,,,,,,10.5,default,659.3,"POLYGON ((357857.3574446725 3464012.791292219, 357901.9411950749 3464027.0881021526, 357906.28161234397 3464013.691891716, 357861.69781306875 3463999.3950617453, 357857.3574446725 3464012.791292219))"
yes,,,,,,10.5,default,2566.3,"POLYGON ((359551.82225281594 3464613.2476064316, 359592.2674104514 3464611.7416597963, 359589.89631926967 3464548.3794736043, 359549.45091683057 3464549.885420426, 359551.82225281594 3464613.2476064316))"
yes,,,,,,10.5,default,440.4,"POLYGON ((357917.9482852139 3464023.911162113, 357953.44999155594 3464035.382076845, 357957.10588813596 3464024.1570843803, 357921.6136671505 3464012.68602734, 357917.9482852139 3464023.911162113))"
yes,,,,,,10.5,default,1286.9,"POLYGON ((358820.3520205687 3463924.965678631, 358841.54833380395 3463928.206105438, 358850.72707524244 3463868.890434721, 358829.5400160817 3463865.6387725933, 358820.3520205687 3463924.965678631))"
yes,,,,,,10.5,default,435.9,"POLYGON ((357702.0554548501 3464202.440926544, 357735.0123514016 3464213.00322151, 357738.8956676256 3464201.021147882, 357705.93873875594 3464190.458839664, 357702.0554548501 3464202.440926544))"
yes,,,,,,10.5,default,1237.3,"POLYGON ((358483.942861261 3464599.4937195154, 358494.24005540856 3464587.314567336, 358434.7589439292 3464537.5058575217, 358424.46176331665 3464549.685067959, 358483.942861261 3464599.4937195154))"
yes,,,,,,10.5,default,335.0,"POLYGON ((359023.53941370035 3464616.3866677415, 359049.36983372376 3464621.7381756487, 359051.97286789736 3464609.3082056716, 359026.1424193417 3464603.9566903873, 359023.53941370035 3464616.3866677415))"
yes,,,,,屠海鸣图书馆,10.5,default,594.1,"POLYGON ((357715.7902231059 3463968.533396734, 357756.7088750809 3463981.3936739983, 357760.8995501893 3463968.198988622, 357719.9807034865 3463955.3276087805, 357715.7902231059 3463968.533396734))"
yes,,,,,,10.5,default,483.6,"POLYGON ((358826.877360166 3464522.4101246744, 358868.45751878945 3464535.897611867, 358871.9048121848 3464525.385329103, 358830.3246178994 3464511.8978270963, 358826.877360166 3464522.4101246744))"
yes,,,,,,10.5,default,493.6,"POLYGON ((357914.34620270436 3464218.3671620935, 357966.9198075256 3464235.7711821953, 357969.74688637466 3464227.3180234437, 357917.1732455252 3464209.913988008, 357914.34620270436 3464218.3671620935))"
yes,,,,,,10.5,default,688.1,"POLYGON ((358335.7569381485 3464355.4112638906, 358377.07671040116 3464368.5456053508, 358381.92749716755 3464353.4353531194, 358340.6076736807 3464340.3009908875, 358335.7569381485 3464355.4112638906))"
yes,,,,,,10.5,default,1412.1,"POLYGON ((359840.38105736417 3464803.4502824675, 359856.29679772817 3464803.47045931, 359856.4632326172 3464714.7523114933, 359840.5472096577 3464714.721044804, 359840.38105736417 3464803.4502824675))"
yes,,,,,,10.5,default,251.0,"POLYGON ((357981.26862235274 3464128.389688869, 358012.71929354116 3464139.505405763, 358015.25080235396 3464132.419940433, 357983.80011348403 3464121.3042153837, 357981.26862235274 3464128.389688869))"
apartments,,,,,,10.5,default,508.3,"POLYGON ((357686.7654143772 3464363.728790493, 357718.21029405517 3464375.1430324195, 357723.44275483966 3464360.8698508414, 357691.99799024104 3464349.4666768927, 357686.7654143772 3464363.728790493))"
yes,,,,,,10.5,default,1632.9,"POLYGON ((358301.31447481294 3464379.2584332335, 358345.2536149026 3464298.7404030273, 358329.5847582027 3464290.282096171, 358285.6552130099 3464370.8000655677, 358301.31447481294 3464379.2584332335))"
yes,,,,,,10.5,default,730.6,"POLYGON ((358814.87535031646 3464359.130500143, 358859.06315194786 3464374.645027275, 358864.2722848037 3464359.9404217093, 358820.0844314634 3464344.4258709913, 358814.87535031646 3464359.130500143))"
apartments,,,,,,10.5,default,363.9,"POLYGON ((357794.8220902486 3464366.731600169, 357823.85132753133 3464376.216527605, 357827.5914024045 3464364.9016362373, 357798.5526207917 3464355.416826582, 357794.8220902486 3464366.731600169))"
yes,,,,,,10.5,default,274.2,"POLYGON ((357968.2730226589 3464155.0076338244, 357998.90922109486 3464165.735206781, 358001.7239128955 3464157.7700468777, 357971.09721280995 3464147.0423362423, 357968.2730226589 3464155.0076338244))"
yes,,,,,,10.5,default,319.9,"POLYGON ((357928.71442662604 3464141.9840317084, 357960.9683662321 3464153.365888245, 357964.10475190025 3464144.553764818, 357931.8507897214 3464133.171897918, 357928.71442662604 3464141.9840317084))"
yes,,,,,,10.5,default,767.3,"POLYGON ((358550.42566169455 3464617.25615771, 358588.9083540573 3464629.753233141, 358594.82431017107 3464611.7350742067, 358556.34156125586 3464599.2379752463, 358550.42566169455 3464617.25615771))"
